,CATEGORY,PRODUCT,DATE,CUSTOMER NAME,STATUS,INVOICE NUMBER,UNIT,QTY,UNIT PRICE,TOTAL AMOUNT,ENCOUNTER TYPE,CREATED BY
14796,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-03,,Paid,IN-OCL-034627-2,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14787,Non-medical,NO.10 LIVERSALT ERN,2024-07-03,,Paid,IN-OCL-034634-4,sachet,1,1.8,1.8,walk-in,Janet Nyamekye
14777,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-03,,Paid,IN-OCL-034642-0,,1,1.8,1.8,walk-in,Stella Anane
14788,Medical,AWAKE WATER 500ML,2024-07-03,,Paid,IN-OCL-034634-4,ml,1,2.0,2.0,walk-in,Janet Nyamekye
14778,Non-medical,ABONIKI BALM 25G,2024-07-03,,Paid,IN-OCL-034641-2,Container,1,10.8,10.8,walk-in,Stella Anane
14779,Non-medical,NO.10 LIVERSALT ERN,2024-07-03,,Paid,IN-OCL-034640-8,sachet,1,1.8,1.8,walk-in,Stella Anane
14781,Non-medical,Para-denk supp. 125mg,2024-07-03,,Paid,IN-OCL-034638-8,pc,4,4.5,18.0,walk-in,Stella Anane
14782,Non-medical,MIST SENNACO 200ML,2024-07-03,,Paid,IN-OCL-034637-7,ml,1,9.0,9.0,walk-in,Stella Anane
14780,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-03,,Paid,IN-OCL-034639-7,,1,19.5,19.5,walk-in,Stella Anane
14783,Non-medical,NAZO CREAM,2024-07-03,,Paid,IN-OCL-034637-7,Piece,1,4.5,4.5,walk-in,Stella Anane
14784,Non-medical,LYDIA POSTPILL,2024-07-03,,Paid,IN-OCL-034637-7,Pack,1,13.5,13.5,walk-in,Stella Anane
14785,Non-medical,MALARIA ANTIGEN TEST,2024-07-03,,Paid,IN-OCL-034636-2,-,1,12.0,12.0,walk-in,Janet Nyamekye
14786,Non-medical,MYCOVIN GRISEOFULVIN 500MG TAB 250'S,2024-07-03,,Paid,IN-OCL-034635-4,Tablet,1,20.7,20.7,walk-in,Janet Nyamekye
14703,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-04,,Paid,IN-OCL-034703-3,Pack,1,4.5,4.5,walk-in,Stella Anane
14698,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-04,,Paid,IN-OCL-034707-3,Pack,1,4.5,4.5,walk-in,Stella Anane
14700,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-04,,Paid,IN-OCL-034706-8,Pack,1,4.5,4.5,walk-in,Stella Anane
14701,Non-medical,DREZ OINTMENT 10GM,2024-07-04,,Paid,IN-OCL-034705-3,Tube,1,26.1,26.1,walk-in,Stella Anane
14702,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-04,,Paid,IN-OCL-034704-0,,1,1.8,1.8,walk-in,Stella Anane
14699,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-04,,Paid,IN-OCL-034706-8,Strip,1,2.7,2.7,walk-in,Stella Anane
14704,Non-medical,YAZZ SANITARY PAD,2024-07-04,,Paid,IN-OCL-034702-3,Pack,1,19.5,19.5,walk-in,Stella Anane
14709,Non-medical,FLUXACIN FLUCLOXACILIN 500MG CAP 200'S ECL,2024-07-04,,Paid,IN-OCL-034697-0,Tablet,2,18.0,36.0,walk-in,Stella Anane
14706,Non-medical,ADOM KOO 30 CAPSULES,2024-07-04,,Paid,IN-OCL-034700-8,gram,1,30.6,30.6,walk-in,Stella Anane
14707,Non-medical,LIVING BITTERS CAPS,2024-07-04,,Paid,IN-OCL-034699-1,gram,1,61.2,61.2,walk-in,Stella Anane
14708,Non-medical,Citro C 100mg Tab,2024-07-04,,Paid,IN-OCL-034698-9,gram,2,2.7,5.4,walk-in,Stella Anane
14710,Non-medical,MARK 11 INHALER,2024-07-04,,Paid,IN-OCL-034696-7,gram,1,15.3,15.3,walk-in,Stella Anane
14697,Non-medical,NEXCOFER SYRUP 100ML,2024-07-04,,Paid,IN-OCL-034708-3,Bottle,1,17.1,17.1,walk-in,Stella Anane
14711,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-04,,Paid,IN-OCL-034696-7,Pack,1,4.5,4.5,walk-in,Stella Anane
14705,Non-medical,MIST MAG. TRISILICATE 200ML,2024-07-04,,Paid,IN-OCL-034701-5,Bottle,1,8.5,8.5,walk-in,Stella Anane
14696,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-04,,Paid,IN-OCL-034708-3,,1,1.8,1.8,walk-in,Stella Anane
14683,Non-medical,GENTIAN VIOLET 60ML GV,2024-07-04,,Paid,IN-OCL-034718-6,Bottle,1,4.5,4.5,walk-in,Stella Anane
14694,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-07-04,,Paid,IN-OCL-034710-6,Tablet,2,1.8,3.6,walk-in,Stella Anane
14712,Non-medical,VITARENEW VITAMIN C EFF 1G,2024-07-04,,Paid,IN-OCL-034696-7,pc,1,59.8,59.8,walk-in,Stella Anane
14680,Medical,BEL-AQUA WATER M/S,2024-07-04,,Paid,IN-OCL-034720-8,ml,1,2.3,2.3,walk-in,Stella Anane
14681,Non-medical,OXAFEN CAPS,2024-07-04,,Paid,IN-OCL-034719-8,,1,34.2,34.2,walk-in,Stella Anane
14682,Medical,GAUZE BANDAGE 7.5CM X 5YDS,2024-07-04,,Paid,IN-OCL-034718-6,Roll,1,1.8,1.8,walk-in,Stella Anane
14684,Non-medical,METHYLATED SPIRIT 60ML,2024-07-04,,Paid,IN-OCL-034718-6,Bottle,1,4.5,4.5,walk-in,Stella Anane
14685,Non-medical,NO.10 LIVERSALT ERN,2024-07-04,,Paid,IN-OCL-034717-6,sachet,5,1.8,9.0,walk-in,Stella Anane
14695,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-07-04,,Paid,IN-OCL-034709-4,Tablet,1,1.8,1.8,walk-in,Stella Anane
14686,Non-medical,Citro C 100mg Tab,2024-07-04,,Paid,IN-OCL-034716-1,gram,1,2.7,2.7,walk-in,Stella Anane
14688,Medical,BLOOD PRESSURE TEST,2024-07-04,,Paid,IN-OCL-034714-8,gram,1,2.2,2.2,walk-in,Stella Anane
14689,Non-medical,Metrolex F,2024-07-04,,Paid,IN-OCL-034713-7,gram,1,24.1,24.1,walk-in,Stella Anane
14690,Non-medical,ORS PHYTO-RIKER,2024-07-04,,Paid,IN-OCL-034713-7,gram,2,1.8,3.6,walk-in,Stella Anane
14691,Non-medical,ZINTAB 10 DISPERSIBLE TAB MGP,2024-07-04,,Paid,IN-OCL-034713-7,Tablet,2,1.8,3.6,walk-in,Stella Anane
14692,Non-medical,METAGYL TABLETS 200MG 500',2024-07-04,,Paid,IN-OCL-034712-1,Tablet,1,2.7,2.7,walk-in,Stella Anane
14693,Non-medical,NO.10 LIVERSALT ERN,2024-07-04,,Paid,IN-OCL-034711-2,sachet,2,1.8,3.6,walk-in,Stella Anane
14687,Non-medical,Citro C 100mg Tab,2024-07-04,,Paid,IN-OCL-034715-7,gram,2,2.7,5.4,walk-in,Stella Anane
14713,Non-medical,MARK 11 INHALER,2024-07-04,,Paid,IN-OCL-034695-8,gram,1,15.3,15.3,walk-in,Stella Anane
14736,Non-medical,LYDIA POSTPILL,2024-07-04,,Paid,IN-OCL-034675-2,Pack,1,13.5,13.5,walk-in,Stella Anane
14715,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-04,,Paid,IN-OCL-034694-3,,1,19.5,19.5,walk-in,Stella Anane
14734,Medical,BEL-AQUA WATER M/S,2024-07-04,,Paid,IN-OCL-034677-5,ml,1,3.0,3.0,walk-in,Stella Anane
14735,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-07-04,,Paid,IN-OCL-034676-3,Tablet,1,5.4,5.4,walk-in,Stella Anane
14737,Non-medical,KAMACLOX MOUTHWASH 300ML,2024-07-04,,Paid,IN-OCL-034674-7,Bottle,1,20.0,20.0,walk-in,Stella Anane
14738,Non-medical,LYDIA POSTPILL,2024-07-04,,Paid,IN-OCL-034673-3,Pack,1,13.5,13.5,walk-in,Stella Anane
14739,Non-medical,GIFAS CAPS,2024-07-04,,Paid,IN-OCL-034672-1,Pak,1,27.0,27.0,walk-in,Stella Anane
14740,Non-medical,LEXOFEN IBUPROFEN SUSP 100ML,2024-07-04,,Paid,IN-OCL-034672-1,Single,1,40.5,40.5,walk-in,Stella Anane
14733,Non-medical,NASAL INHALER LUEX,2024-07-04,,Paid,IN-OCL-034678-9,Container,1,11.7,11.7,walk-in,Stella Anane
14741,Medical,BLOOD PRESSURE TEST,2024-07-04,,Partial paid,IN-OCL-034671-3,gram,1,2.2,2.2,walk-in,Stella Anane
14743,Non-medical,LYDIA DAILY CONTRACEPTIVE PILL,2024-07-04,,Paid,IN-OCL-034669-6,Tablet,1,7.2,7.2,walk-in,Stella Anane
14714,Non-medical,MAGACID TABS,2024-07-04,,Paid,IN-OCL-034694-3,,1,2.7,2.7,walk-in,Stella Anane
14745,Non-medical,GEBEDOL TAB,2024-07-04,,Paid,IN-OCL-034667-5,Tab,1,4.1,4.1,walk-in,Stella Anane
14746,Medical,SOFTCARE SANITARY PAD,2024-07-04,,Paid,IN-OCL-034666-9,Pack,1,15.6,15.6,walk-in,Stella Anane
14747,Non-medical,METHYLATED SPIRIT 60ML,2024-07-04,,Paid,IN-OCL-034665-1,Bottle,1,4.5,4.5,walk-in,Stella Anane
14748,Non-medical,GENTIAN VIOLET 60ML GV,2024-07-04,,Paid,IN-OCL-034665-1,Bottle,1,4.5,4.5,walk-in,Stella Anane
14742,Medical,BLOOD PRESSURE TEST,2024-07-04,,Paid,IN-OCL-034670-9,gram,1,2.2,2.2,walk-in,Stella Anane
14732,Non-medical,STREPSILS ORIGINAL LOZENGE  16's,2024-07-04,,Paid,IN-OCL-034679-5,Tablets,2,5.4,10.8,walk-in,Stella Anane
14744,Non-medical,APC TAB CPD BL 10'S,2024-07-04,,Paid,IN-OCL-034668-1,Tab,1,2.7,2.7,walk-in,Stella Anane
14730,Non-medical,DORETA TAB,2024-07-04,,Paid,IN-OCL-034681-6,Tab,10,6.3,63.0,walk-in,Stella Anane
14731,Non-medical,VOLTFAST POWDER 50MG,2024-07-04,,Paid,IN-OCL-034680-5,sachet,1,5.4,5.4,walk-in,Stella Anane
14716,Non-medical,METAGYL TABLETS 200MG 500',2024-07-04,,Paid,IN-OCL-034693-0,Tablet,2,2.7,5.4,walk-in,Stella Anane
14717,Non-medical,NAZO CREAM,2024-07-04,,Paid,IN-OCL-034692-9,Piece,1,4.5,4.5,walk-in,Stella Anane
14719,Non-medical,DIAGELLATES ELIXIR 250 ML,2024-07-04,,Paid,IN-OCL-034690-1,ml,1,39.6,39.6,walk-in,Stella Anane
14720,Non-medical,PONSTAN CAPS,2024-07-04,,Paid,IN-OCL-034689-9,Tab,4,2.7,10.8,walk-in,Stella Anane
14721,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-04,,Paid,IN-OCL-034688-6,Strip,1,2.7,2.7,walk-in,Stella Anane
14722,Non-medical,RAPINOL TABS,2024-07-04,,Paid,IN-OCL-034688-6,Tablets,1,1.8,1.8,walk-in,Stella Anane
14718,Non-medical,RAPINOL TABS,2024-07-04,,Paid,IN-OCL-034691-5,Tablets,1,1.8,1.8,walk-in,Stella Anane
14724,Medical,KISS CONDOM,2024-07-04,,Paid,IN-OCL-034686-5,sachet,1,5.4,5.4,walk-in,Stella Anane
14725,Non-medical,KWIK ACTION,2024-07-04,,Paid,IN-OCL-034685-8,,1,1.8,1.8,walk-in,Stella Anane
14726,Non-medical,NO.10 LIVERSALT ERN,2024-07-04,,Paid,IN-OCL-034684-3,sachet,7,1.8,12.6,walk-in,Stella Anane
14727,Non-medical,AMOKSIKLAV AMOXICILIN/CLAVULANIC SUSP 457MG GSK,2024-07-04,,Paid,IN-OCL-034683-7,Bottle,1,75.6,75.6,walk-in,Stella Anane
14728,Non-medical,FERROUS SULPHATE 200MG (EXETER),2024-07-04,,Paid,IN-OCL-034682-7,Tablet,1,18.9,18.9,walk-in,Stella Anane
14723,Non-medical,PANADOL  ADVANCE PARACETAMOL 500MG TAB 16'S,2024-07-04,,Paid,IN-OCL-034687-9,Tablet,1,54.4,54.4,walk-in,Stella Anane
14729,Non-medical,FOLIC ACID 5MG ( CRESCENT ),2024-07-04,,Paid,IN-OCL-034682-7,mg,1,16.2,16.2,walk-in,Stella Anane
14642,Non-medical,MYCOSTAT CAPS,2024-07-05,,Paid,IN-OCL-034750-8,,1,10.0,10.0,walk-in,Stella Anane
14643,Non-medical,CLOTRIMAZOLE VAGINAL TABLETS USP (VAGINAX-100),2024-07-05,,Paid,IN-OCL-034750-8,Pack,1,9.0,9.0,walk-in,Stella Anane
14644,Medical,AWAKE WATER 500ML,2024-07-05,,Paid,IN-OCL-034749-2,ml,1,2.0,2.0,walk-in,Stella Anane
14645,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-05,,Paid,IN-OCL-034748-5,,1,19.5,19.5,walk-in,Stella Anane
14648,Non-medical,MYCOSTAT CAPS,2024-07-05,,Paid,IN-OCL-034745-4,,1,10.0,10.0,walk-in,Stella Anane
14647,Non-medical,MIST MAG. TRISILICATE 200ML,2024-07-05,,Paid,IN-OCL-034746-3,Bottle,1,8.5,8.5,walk-in,Stella Anane
14649,Non-medical,WORMPLEX ALBENDAZOLE 400MG SUSP 20ML,2024-07-05,,Paid,IN-OCL-034744-1,Bottle,2,15.6,31.2,walk-in,Stella Anane
14650,Non-medical,FOLIGROW CAP,2024-07-05,,Paid,IN-OCL-034743-8,pc,1,28.8,28.8,walk-in,Stella Anane
14641,Medical,AWAKE WATER 500ML,2024-07-05,,Paid,IN-OCL-034751-4,ml,1,2.0,2.0,walk-in,Stella Anane
14646,Non-medical,AMITRIPTYLINE 25MG STRIDES,2024-07-05,,Paid,IN-OCL-034747-4,mg,1,23.4,23.4,walk-in,Stella Anane
14640,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-05,,Paid,IN-OCL-034751-4,,2,1.8,3.6,walk-in,Stella Anane
14632,Non-medical,LYDIA POSTPILL,2024-07-05,,Paid,IN-OCL-034757-5,Pack,1,13.5,13.5,walk-in,Stella Anane
14638,Non-medical,GEBEDOL TAB,2024-07-05,,Paid,IN-OCL-034751-4,Tab,1,4.1,4.1,walk-in,Stella Anane
14637,Non-medical,DR.  MEYERS COLDAFLU PLUS TABS 4'S,2024-07-05,,Paid,IN-OCL-034752-4,Tablet,1,1.8,1.8,walk-in,Stella Anane
14636,Non-medical,ZULU-100 TABS,2024-07-05,,Paid,IN-OCL-034753-2,Tablets,1,8.1,8.1,walk-in,Stella Anane
14635,Non-medical,JOY OINTMENT,2024-07-05,,Paid,IN-OCL-034754-2,Tube,1,9.0,9.0,walk-in,Stella Anane
14634,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-05,,Paid,IN-OCL-034755-1,Pack,1,4.5,4.5,walk-in,Stella Anane
14633,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-05,,Paid,IN-OCL-034756-8,,1,19.5,19.5,walk-in,Stella Anane
14631,Non-medical,PANADOL  ADVANCE PARACETAMOL 500MG TAB 16'S,2024-07-05,,Paid,IN-OCL-034757-5,Tablet,1,54.4,54.4,walk-in,Stella Anane
14630,Non-medical,NESTER RUBBING ALCOHOL 475 ML,2024-07-05,,Paid,IN-OCL-034758-3,Container,1,41.0,41.0,walk-in,Stella Anane
14628,Medical,BUTTERCUP ORIGINAL COUGH SYRUP 150ml,2024-07-05,,Partial paid,IN-OCL-034760-3,Bottle,1,150.3,150.3,walk-in,Stella Anane
14627,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-05,,Paid,IN-OCL-034761-3,,2,1.8,3.6,walk-in,Stella Anane
14651,Non-medical,MERCY OINTMENT,2024-07-05,,Paid,IN-OCL-034742-9,Tube,1,8.1,8.1,walk-in,Stella Anane
14639,Non-medical,LONART DS,2024-07-05,,Paid,IN-OCL-034751-4,Tab,1,31.0,31.0,walk-in,Stella Anane
14652,Non-medical,GEBEDOL TAB,2024-07-05,,Paid,IN-OCL-034742-9,Tab,1,4.1,4.1,walk-in,Stella Anane
14629,Non-medical,LYDIA POSTPILL,2024-07-05,,Paid,IN-OCL-034759-3,Pack,1,13.5,13.5,walk-in,Stella Anane
14654,Non-medical,SAMALIN ADULT COUGH SYR,2024-07-05,,Paid,IN-OCL-034740-6,ml,1,15.3,15.3,walk-in,Stella Anane
14653,Medical,KISS CONDOM,2024-07-05,,Paid,IN-OCL-034741-4,sachet,1,5.4,5.4,walk-in,Stella Anane
14678,Non-medical,ZINNAT 500MG,2024-07-05,,Paid,IN-OCL-034722-4,,2,234.0,468.0,walk-in,Stella Anane
14679,Non-medical,LYDIA POSTPILL,2024-07-05,,Paid,IN-OCL-034721-4,Pack,1,13.5,13.5,walk-in,Stella Anane
14676,Non-medical,Metrolex F,2024-07-05,,Paid,IN-OCL-034724-0,gram,1,24.1,24.1,walk-in,Stella Anane
14675,Medical,BEL-AQUA WATER M/S,2024-07-05,,Paid,IN-OCL-034724-0,ml,1,2.3,2.3,walk-in,Stella Anane
14674,Medical,BLOOD PRESSURE TEST,2024-07-05,,Partial paid,IN-OCL-034725-5,gram,1,2.2,2.2,walk-in,Stella Anane
14673,Non-medical,LYDIA POSTPILL,2024-07-05,,Paid,IN-OCL-034726-1,Pack,1,13.5,13.5,walk-in,Stella Anane
14672,Non-medical,METHYLATED SPIRIT 60ML,2024-07-05,,Paid,IN-OCL-034727-4,Bottle,1,4.5,4.5,walk-in,Stella Anane
14671,Non-medical,EASYCARE FABRIC PLASTERS SACHET,2024-07-05,,Paid,IN-OCL-034727-4,Piece,2,1.8,3.6,walk-in,Stella Anane
14670,Non-medical,DR.  MEYERS COLDAFLU PLUS TABS 4'S,2024-07-05,,Paid,IN-OCL-034727-4,Tablet,1,1.8,1.8,walk-in,Stella Anane
14669,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-05,,Paid,IN-OCL-034728-6,,2,1.8,3.6,walk-in,Stella Anane
14668,Non-medical,MIST SENNACO 200ML,2024-07-05,,Paid,IN-OCL-034729-4,ml,1,9.0,9.0,walk-in,Stella Anane
14677,Non-medical,NO.10 LIVERSALT ERN,2024-07-05,,Paid,IN-OCL-034723-7,sachet,2,1.8,3.6,walk-in,Stella Anane
14666,Non-medical,NEXCOFER SYRUP 200ML,2024-07-05,,Paid,IN-OCL-034730-9,Bottle,1,29.7,29.7,walk-in,Stella Anane
14667,Non-medical,LUFART DS,2024-07-05,,Paid,IN-OCL-034730-9,Tab,1,28.0,28.0,walk-in,Stella Anane
14655,Non-medical,ASPIRIN 75MG DISPERSIBLE TAB 100'S VEGA,2024-07-05,,Paid,IN-OCL-034739-9,Tablet,1,22.0,22.0,walk-in,Stella Anane
14657,Non-medical,EFPAC TABLETS,2024-07-05,,Paid,IN-OCL-034737-3,Strip,1,2.7,2.7,walk-in,Stella Anane
14658,Non-medical,WELLWOMAN 70+,2024-07-05,,Paid,IN-OCL-034736-0,pc,1,123.3,123.3,walk-in,Stella Anane
14659,Non-medical,PANADOL  EXTRA ADVANCE PARACETAMOL 500MG TAB 14'S,2024-07-05,,Paid,IN-OCL-034735-8,Tablet,1,69.3,69.3,walk-in,Stella Anane
14656,Non-medical,LUEX ADULT CHESTY COUGH SYRUP 150ML,2024-07-05,,Paid,IN-OCL-034738-4,Bottle,1,40.5,40.5,walk-in,Stella Anane
14661,Non-medical,COARTEM ART/LUMEFANTRINE 40/480MG TAB 6'S,2024-07-05,,Paid,IN-OCL-034734-6,Tablet,1,90.9,90.9,walk-in,Stella Anane
14662,Non-medical,JOY OINTMENT,2024-07-05,,Paid,IN-OCL-034733-9,Tube,1,9.0,9.0,walk-in,Stella Anane
14663,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-05,,Paid,IN-OCL-034733-9,Strip,1,2.7,2.7,walk-in,Stella Anane
14664,Medical,MIDSTREAM PREGNANCY TEST 2'S,2024-07-05,,Paid,IN-OCL-034732-4,sachet,1,32.0,32.0,walk-in,Stella Anane
14665,Non-medical,AMLODIPINE 10MG TAB 28'S TEVA,2024-07-05,,Paid,IN-OCL-034731-8,Tablet,3,18.0,54.0,walk-in,Stella Anane
14660,Non-medical,ADVIL IBUPROFEN 200MG TABS 2 SACHS 50'S,2024-07-05,,Paid,IN-OCL-034734-6,sachet,2,8.1,16.2,walk-in,Stella Anane
14554,Non-medical,MALARIA ANTIGEN TEST,2024-07-06,,Paid,IN-OCL-034814-8,-,1,12.0,12.0,walk-in,Janet Nyamekye
14562,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034807-1,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14555,Non-medical,PIRITON CHLORPHENIRAMINE 4MG 30'S,2024-07-06,,Paid,IN-OCL-034813-0,Tablet,10,3.6,36.0,walk-in,Janet Nyamekye
14556,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034812-3,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14557,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034811-2,Pack,2,4.5,9.0,walk-in,Janet Nyamekye
14558,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034810-2,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14559,Non-medical,AMLODIPINE 10MG TAB 28'S TEVA,2024-07-06,,Paid,IN-OCL-034809-1,Tablet,1,18.0,18.0,walk-in,Janet Nyamekye
14560,Non-medical,MALARIA ANTIGEN TEST,2024-07-06,,Paid,IN-OCL-034808-1,-,1,12.0,12.0,walk-in,Janet Nyamekye
14561,Non-medical,FIESTA CONDOMS CLASSIC,2024-07-06,,Paid,IN-OCL-034807-1,gram,1,6.3,6.3,walk-in,Janet Nyamekye
14563,Non-medical,ZUBES CHILDRENS COUGH SYRUP 60ML,2024-07-06,,Paid,IN-OCL-034806-7,Bottle,1,23.4,23.4,walk-in,Janet Nyamekye
14569,Non-medical,WORMPLEX 400 TAB,2024-07-06,,Paid,IN-OCL-034801-5,,2,14.0,28.0,walk-in,Janet Nyamekye
14565,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034805-3,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14566,Non-medical,ZULU-100 TABS,2024-07-06,,Paid,IN-OCL-034804-2,Tablets,1,8.1,8.1,walk-in,Janet Nyamekye
14567,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034803-2,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14568,Non-medical,FISHERMAN'S FRIEND,2024-07-06,,Paid,IN-OCL-034802-2,sachet,1,20.7,20.7,walk-in,Janet Nyamekye
14570,Non-medical,MAJOR NASAL DROPS 18ML,2024-07-06,,Paid,IN-OCL-034800-2,Box,1,17.8,17.8,walk-in,Janet Nyamekye
14571,Non-medical,MARK 11 INHALER,2024-07-06,,Paid,IN-OCL-034799-8,gram,1,15.3,15.3,walk-in,Janet Nyamekye
14572,Non-medical,GEBEDOL TAB,2024-07-06,,Paid,IN-OCL-034798-8,Tab,1,4.1,4.1,walk-in,Janet Nyamekye
14573,Non-medical,APC TAB CPD BL 10'S,2024-07-06,,Paid,IN-OCL-034797-2,Tab,2,2.7,5.4,walk-in,Janet Nyamekye
14574,Medical,BORGES OLIVE OIL 125ML,2024-07-06,,Paid,IN-OCL-034796-2,Bottle,1,52.2,52.2,walk-in,Janet Nyamekye
14553,Medical,BLOOD PRESSURE TEST,2024-07-06,,Paid,IN-OCL-034814-8,gram,1,2.2,2.2,walk-in,Janet Nyamekye
14564,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-07-06,,Paid,IN-OCL-034805-3,Tablet,1,5.4,5.4,walk-in,Janet Nyamekye
14552,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-07-06,,Paid,IN-OCL-034815-1,Tablet,1,5.4,5.4,walk-in,Janet Nyamekye
14538,Non-medical,HYDROGEN PEROXIDE (ECL'S),2024-07-06,,Paid,IN-OCL-034825-2,Bottle,1,11.4,11.4,walk-in,Janet Nyamekye
14550,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034816-4,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14527,Non-medical,PARA-DENK PARACETAMOL 250MG SUPP 10'S,2024-07-06,,Paid,IN-OCL-034832-3,Tablet,10,5.4,54.0,walk-in,Janet Nyamekye
14528,Non-medical,Ascoryl Plus Syrup,2024-07-06,,Paid,IN-OCL-034832-3,ml,1,17.1,17.1,walk-in,Janet Nyamekye
14529,Non-medical,AMITRIPTYLINE 25MG STRIDES,2024-07-06,,Paid,IN-OCL-034831-2,mg,2,23.4,46.8,walk-in,Janet Nyamekye
14530,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-07-06,,Paid,IN-OCL-034830-4,Pack,5,18.0,90.0,walk-in,Janet Nyamekye
14531,Medical,AWAKE WATER 500ML,2024-07-06,,Paid,IN-OCL-034829-6,ml,1,2.0,2.0,walk-in,Janet Nyamekye
14532,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-06,,Paid,IN-OCL-034828-9,,1,1.8,1.8,walk-in,Janet Nyamekye
14533,Non-medical,EPIFENAC EYE DROP,2024-07-06,,Paid,IN-OCL-034828-9,gram,1,36.0,36.0,walk-in,Janet Nyamekye
14534,Non-medical,MENTHOX SUPER STRONG COUGH LOZENGES,2024-07-06,,Paid,IN-OCL-034827-1,Strip,3,1.4,4.2,walk-in,Janet Nyamekye
14535,Non-medical,HYDROGEN PEROXIDE (ECL'S),2024-07-06,,Paid,IN-OCL-034826-4,Bottle,1,11.4,11.4,walk-in,Janet Nyamekye
14536,Non-medical,FLUXACIN FLUCLOXACILIN 500MG CAP 200'S ECL,2024-07-06,,Paid,IN-OCL-034826-4,Tablet,2,18.0,36.0,walk-in,Janet Nyamekye
14551,Non-medical,MALAR 2 FORTE DS,2024-07-06,,Paid,IN-OCL-034816-4,gram,1,27.0,27.0,walk-in,Janet Nyamekye
14537,Non-medical,EFPAC TABLETS,2024-07-06,,Paid,IN-OCL-034826-4,Strip,3,2.7,8.1,walk-in,Janet Nyamekye
14539,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-06,,Paid,IN-OCL-034824-6,,3,1.8,5.4,walk-in,Janet Nyamekye
14540,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034823-2,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
14541,Medical,CALPOL INFANT SUSP 100ML,2024-07-06,,Paid,IN-OCL-034822-5,Bottle,1,93.6,93.6,walk-in,Janet Nyamekye
14542,Non-medical,METAGYL METRONIDAZOLE 200MG/5ML SUSP 100ML,2024-07-06,,Paid,IN-OCL-034821-0,Bottle,1,15.3,15.3,walk-in,Janet Nyamekye
14543,Non-medical,SYRINGE,2024-07-06,,Paid,IN-OCL-034820-8,Syringes,2,0.9,1.8,walk-in,Janet Nyamekye
14544,Non-medical,TAABEA HERBAL MIXTURE 500ML,2024-07-06,,Paid,IN-OCL-034819-0,ml,1,26.1,26.1,walk-in,Janet Nyamekye
14545,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-06,,Paid,IN-OCL-034818-6,Pack,1,4.5,4.5,walk-in,Janet Nyamekye
