,PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
1218,pepto bismol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,019117l951,2025-12-31,Bottle,1,90.0
1219,maalox plus susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MPL00098,2026-01-31,ml,0,150.0
1220,ventolin inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VH00098,2026-08-31,pc,2,77.4
1221,vermox suspension 30ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KBB2100,2027-02-28,Bottle,4,56.8
1222,mycolex miconazole 2% cream 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MY000987,2026-02-28,Tube,4,34.0
1223,rocephine ceftriaxone 1gm inj 1's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B0588B01,2023-04-20,vial,0,84.0
1224,nexium tab 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RM228,2025-02-28,sachet,12,16.9
1225,efpac tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A2V302,2027-01-31,Strip,53,3.2
1226,bioferon caps/neoferon,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D000686,2023-12-31,ml,0,54.0
1227,feroglobin caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FW2035P36P,2027-07-31,Pack,3,131.0
1228,diclo-denk tab 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DC55554098,2023-04-19,Strip,0,1.8
1229,salo cold tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SAL000987,2027-04-30,pc,16,3.0
1230,permanet (one&half  size) pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12347,2023-04-30,sachet,0,34.0
1231,permanet (king size) pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12349,2023-04-30,sachet,0,60.0
1232,permanet (queen size) pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12348,2023-04-30,sachet,0,54.0
1233,infa v clotrimazole vaginal pess 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IVG1-02,2026-09-30,Tablet,8,54.0
1234,maxidex eye drops 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MX00036698754,2023-10-31,ml,0,21.0
1235,naphcon a eye drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,na00098,2023-01-29,ml,0,22.0
1236,tobrex eye drop 0.3g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TB009876,2021-04-10,gram,6,32.0
1237,exforge 10/160mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EX00987,2027-06-30,Strip,1,235.0
1238,teething mixture bells,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,tmb000987,2026-04-30,ml,2,74.0
1239,erotica/bare back/king size condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,opt00098,2022-05-29,sachet,0,10.0
1240,heptopep syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HPT00098,2022-04-30,ml,0,55.0
1241,cataflam diclofenac potassium 50mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CT00098,2023-04-09,Tablet,0,2.8
1242,lucozade can 330ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LC00098,2026-04-30,pc,2,19.5
1243,rox energy drink,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BY000000987,2023-02-28,ml,0,8.0
1244,ciprofloxacin 0.3% (epiciprin),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPSM00987,2023-04-07,vial,0,63.0
1245,gyno daktarin miconazole 400mg pess 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,gy0009,2021-04-05,Tablet,0,92.0
1246,duromine 30mg caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A8450,2022-10-31,gram,0,15.0
1247,samalin junior cough syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,sm00097,2026-09-30,ml,5,17.0
1248,gloves s/s pair,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JH00098,2023-04-02,gram,0,2.0
1249,gloves b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GL000987,2023-04-02,gram,0,100.0
1250,disposable gloves 1 pair,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GL000987,2027-04-30,pc,196,2.0
1251,gloves,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GL000987,2021-04-02,Box,0,100.0
1252,hot water bottle,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HTWAR0009,2023-04-01,gram,0,45.0
1253,zinc oxide plaster adhesive 2inc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ST0009,2027-04-30,Piece,12,22.0
1254,lisinopril 5mg exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LSN009983,2023-02-28,pc,0,12.0
1255,joy ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JY0009898,2026-04-30,Tube,4,11.0
1256,aboniki balm 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AB54443,2026-12-31,Container,10,11.0
1257,bonnisan (himalaya) 120ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BN111190876,2026-04-30,ml,2,60.0
1258,gentamycin 0.3% eye/ear drops 10ml genda,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20312G,2025-04-30,Bottle,0,6.0
1259,amoxicillin / clavulanic acid (augmentin) 228mg susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG09887,2027-03-31,ml,4,126.0
1260,soluble aspirin blister,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AS2011501,2026-11-30,Pack,3,29.8
1261,giving set,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GS94125,2023-04-01,Piece,0,2.5
1262,5ml syringe,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SY200098,2024-04-01,-,0,1.0
1263,andrews liversalt 50's gsk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AND00098,2024-04-01,sachet,0,1.2
1264,actifed comp.linctus/wet/dry cough,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ACT000098,2024-09-30,ml,0,50.0
1265,hemoglobin test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HB0009,2025-09-29,-,0,45.0
1266,nife - denk 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SC0009,2023-03-26,Strip,200,0.5
1267,amoxicillin / clavulanic acid (augmentin) 625mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AUG000009,2027-09-30,gram,3,241.0
1268,malaria antigen test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ML000975,2027-03-31,-,22,15.0
1269,zanza vitamin e 400iu 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZN0000987,2027-02-28,pc,0,80.0
1270,vitamin e 400iu  (healthlife),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VIE0009,2022-04-30,Milligram,0,40.0
1271,seven seas jointcare supplex 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SST000987,2024-01-25,pc,0,160.0
1272,atacand plus tab 16/12.5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATC8880,2025-03-31,Tab,0,510.0
1273,atacand candesartan  plus 16/12.5mg tab 28's az,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATNY0009,2023-03-25,Tablet,0,7.9
1274,atacand 8mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATB00009,2024-03-31,Tab,28,16.0
1275,atacand 16mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AT000096,2024-01-31,Tab,0,17.0
1276,acnelyse retinon cream 0.1% 20g abdilbrahim,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RET00087,2023-05-24,Tube,0,25.0
1277,tadol tramadol 50mg cap 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TRA0000009,2027-03-24,Tablet,31,6.5
1278,paracod tabs pr strips,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PAC00097,2025-03-31,Tab,3,8.1
1279,cipromax 500mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPM00005,2023-03-23,Tablet,0,10.0
1280,fenamol tablet 500/400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FN0009,2024-05-31,Tablet,0,4.0
1281,g. v .paint tncture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV00098,2023-03-31,ml,0,4.0
1282,methylated spirit ecl 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MS000987,2025-03-31,ml,1,20.0
1283,voltic water b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VW000000P,2023-02-28,ml,0,4.5
1284,optilube jelly 42g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPT000998,2024-03-31,Tube,0,18.0
1285,whitfields ointment 40g dannex,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20111Q1,2026-09-28,Tube,2,16.2
1286,viagra 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B458109,2027-03-31,Tab,3,253.0
1287,teedar syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TD222,2026-10-31,ml,9,20.0
1288,fluconazole 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AA64922,2025-06-30,Tab,0,43.0
1289,doreta tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D87923,2027-05-31,Tab,113,6.5
1290,norvasc tab 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00014138,2021-04-30,Strip,0,6.3
1291,atorvastatin 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,15688,2026-03-31,Strip,3,72.9
1292,glucophage 500mg tabs 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E201338,2025-05-31,Strip,0,65.0
1293,diabetmine 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BJ12570,2021-11-30,Strip,0,0.5
1294,unidus condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OD003,2023-03-31,sachet,0,20.0
1295,bare back condoms,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1902122316,2027-01-31,sachet,4,22.0
1296,bumper condoms troge,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,14942-01,2022-02-28,sachet,0,3.0
1297,sildenafil 50mg tab uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,108806,2023-05-31,sachet,0,30.0
1298,epilim tabs 200mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8R013,2025-03-31,Strip,0,1.0
1299,diazepam 5mg pr/strip,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A11538,2023-10-31,Strip,0,2.0
1300,amoxycillin susp.,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AS205,2027-09-30,ml,2,10.5
1301,mist mag. trisilicate 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Jknmmt008,2026-12-31,Bottle,7,7.0
1302,demacot triple action 0.1% cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,9085,2027-03-31,Tube,5,42.0
1303,optilube jelly 82g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,230919,2025-02-28,Tube,0,53.0
1304,optilube 113g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,191218,2023-12-31,Tube,0,45.0
1305,feldene,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B453105,2024-08-31,Capsule,0,6.0
1306,arsumod pediatric combi pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CO6012G,2022-04-30,sachet,0,18.0
1307,night nurse liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0080230,2024-11-28,Bottle,0,156.0
1308,aluminum hydroxide 500 mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Y02918,2022-01-31,Tablet,0,1.0
1309,tcp liquid anticeptic 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CH282,2025-11-30,Bottle,0,124.2
1310,inoxime 200mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG11003,2022-05-31,Box,0,20.0
1311,bells children cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,237Y1,2026-01-31,Bottle,1,50.0
1312,mycolex miconazole 2% powder 50g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,R013K802,2024-10-31,Piece,0,30.0
1313,nurofen syrup orange 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0990D1,2025-02-28,Bottle,0,78.0
1314,rhizine(hayzine) tab 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A2Q222363988,2022-01-30,Strip,0,2.0
1315,advaxime 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,T0000254JKIO,2023-02-27,Box,0,70.0
1316,advaxime 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RH292MKOIYT,2023-02-27,mg,0,40.0
1317,alpha garlic capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IU002KMKKOI,2025-02-28,Box,1,67.5
1318,vitamin c syrup(bel),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RF558MKITR,2024-02-27,Box,0,10.0
1319,nerve and bone liniment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000JNHGF,2023-03-27,ml,0,17.0
1320,borges olive oil m/s 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000TREW,2025-02-27,Bottle,0,68.0
1321,amlodipine 5mg tablet 28's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,852741YT,2026-11-30,Tablet,12,15.4
1322,riker on 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000TYREW,2024-02-29,Tablet,0,8.0
1323,artrifan 20/120 dispersible,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000963LKJ,2022-04-29,Piece,0,10.0
1324,artrifan 20/120mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,000ppllkk,2023-01-29,Box,0,18.0
1325,calamine ointment 60g dannex,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00000errtyu,2023-07-25,Tube,0,18.0
1326,daraprim tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000nmhyt,2023-02-26,Tablet,0,10.0
1327,nose mask,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,003344y,2022-02-27,pc,0,2.0
1328,novacold tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12345,2024-02-29,Strip,0,4.0
1329,amiclox 500mg caps 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0403V,2023-03-01,pc,0,0.5
1330,aria rapid test kit,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F0516Q2D00,2024-05-24,sachet,23,35.0
1331,plaster(rolled)4inch,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-02-24,Roll,0,14.0
1332,plaster(rolled)2inch,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-02-24,Roll,0,12.0
1333,plaster strips dis,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01082018,2024-12-02,Strip,82,0.8
1334,amlo-denk 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,24853,2022-05-01,Milligram,0,1.3
1335,amlo-denk 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2020008,2023-08-19,Milligram,0,75.0
1336,amoxycillin caps 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0402W,2023-02-01,sachet,0,8.0
1337,wellman drink 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,moik22200kl,2025-02-28,ml,0,30.0
1338,welch's fruit drink,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,987712lkj,2022-02-27,ml,0,8.0
1339,daraprim tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00002548,2023-06-23,Tab,0,12.0
1340,pr zinc pediatric 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCV000009,2023-02-28,Strip,0,2.0
1341,pr zinc 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XSAZ000005,2023-01-29,pc,0,1.0
1342,exforge hct 5/160/12.5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XZS43789M,2027-02-27,Strip,6,106.0
1343,zymax azithromycin 500mg tab 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,02541lko,2027-11-30,Tablet,13,32.0
1344,mmt,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,02540009iuy,2023-01-31,ml,0,6.0
1345,strepsils honey/lemon lozenges 16's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00909eetyu,2025-10-31,Pack,0,5.0
1346,polygynax pess 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,909009st,2025-06-30,gram,1,186.0
1347,metrolex-f metro/furazolidine 150mg /5ml susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oo09o7p35,2026-05-28,Bottle,4,42.0
1348,candid v6,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oopio4rtyu,2025-01-31,pc,0,22.5
1349,impressor caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,09904rthy,2023-03-31,pc,0,63.0
1350,candid v3,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00036524,2022-09-30,pc,0,16.0
1351,aciclovir 200mg tablet 25's ranbax,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00002445T,2027-12-31,Tablet,5,1.8
1352,leishman,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPI000245P,2023-04-23,Bottle,0,12.0
1353,zinc oxide plaster adhesive 3inc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IU002K,2025-02-16,Piece,1,35.0
1354, erotica 5th panel condoms 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ft0000065,2024-02-02,Pack,0,0.0
1355,glibenil glibenclamide 5mg tab 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BJ09627,2025-08-31,Tablet,0,0.1
1356,vitamin c without zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,V65787,2023-02-17,Pack,0,25.0
1357,vitamin c with zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VI5432,2024-02-17,Packet,0,40.0
1358,valupak vitamin b complex 60 tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14140,2021-10-01,Pack,0,15.0
1359,coartem tab 20/120 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KM176,2024-08-29,Tab,0,48.0
1360,gen-m susp 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,311D041,2023-10-01,Bottle,0,21.0
1361,advaxone 1g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,183051183,2021-11-01,vial,0,15.0
1362,advaxime 750mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,183211315,2021-11-01,vial,0,15.0
1363,hydrocortisone 100mg inj 50's troge,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EM20025,2022-12-01,vial,0,4.0
1364,omexet omeprazole 20mg cap 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0107W,2024-06-30,Tablet,0,39.0
1365,nexium 10mg sachet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RDNN,2027-08-31,sachet,28,31.5
1366,omeprazole tablet 20mg (advaprazole),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,183121174,2023-11-30,gram,0,23.0
1367,chocho tea,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0035,2021-03-17,Box,0,7.5
1368,diagellates elixir  500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,04092,2025-01-08,Bottle,0,68.0
1369,diagellates elixir  60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,03957,2024-09-20,Bottle,0,0.0
1370,enterica (mampong) 330ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EN-20005,2022-05-20,ml,0,15.0
1371,prostat 60  30 capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PHP030,2026-07-31,gram,1,181.0
1372,glucose instant energy 400gm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1508W,2023-08-31,Milligram,0,9.0
1373,aciclovir  lipsore cream 5% relon chem 2g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,803P,2025-05-31,Tube,3,45.0
1374,mighty power 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DVL00110,2023-02-17,Bottle,0,15.0
1375,mighty power 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01,2022-01-01,Bottle,0,18.0
1376,pr zinc plus kit 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C02025H,2021-12-01,Pack,0,12.0
1377,daktarin 15g tropical cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKB1N00,2021-10-01,Pack,0,32.0
1378,daktacort miconazole/hc 2% cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJB4E00,2025-05-30,Tube,0,73.0
1379,anan disposable face mask,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MA12323,2023-02-01,gram,0,2.0
1380,"xylo acino 0,05% enfant",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,V15924F,2023-09-30,Pack,0,86.0
1381,clotrimazole clotri denk 1% 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3952,2024-09-30,Tube,0,29.0
1382,abidec drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,020520,2021-11-01,Box,0,68.0
1383,penicillin v125mg uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PEN1234,2022-10-01,Milligram,0,12.0
1384,multinova syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J003,2022-12-01,Bottle,0,7.0
1385,fluxacin flucloxacilin 250mg cap 500's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1010W,2025-05-31,Tablet,2,8.0
1386,perfectil plus caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PEP2011,2024-01-01,Milligram,0,210.0
1387,wormplex albendazole 400mg susp 20ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W1803,2027-02-28,Bottle,20,21.0
1388,corsodyl mint mouth wash,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5149069,2025-06-30,Bottle,0,107.1
1389,chlorpheniramine 4mg tab 1000's pharmanova,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0111U,2027-11-30,Tablet,176,4.0
1390,listerine mouthwash 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-02-28,ml,2,82.0
1391,gauze bandage b/s 6'' 15cm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20170710,2027-02-28,Bundle,22,3.0
1392,gauze bandage 10cm x 5yds,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20F23,2025-06-01,Roll,0,2.0
1393,gauze bandage 7.5cm x 5yds,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,17L05,2026-12-01,Roll,7,2.0
1394,gauze bandage 15cm x 5m,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20F24,2025-06-01,Roll,0,2.5
1395,deep freeze gel b/s 100g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,36120,2026-11-30,gram,0,96.0
1396,betnovate bethametasone 0.1% cream 15g gsk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-02-01,Tube,0,30.0
1397,deep heat rub oin 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT35937,2023-11-30,gram,0,14.0
1398,paramol paracetamol 120mg/5ml syr 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,07V139,2023-06-01,Bottle,0,7.5
1399,diclolex power heat gel 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19001,2025-11-30,gram,0,16.0
1400,brufen susp.original,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1116770,2022-06-01,ml,0,60.0
1401,nurifer junior syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,009363,2022-04-01,ml,5,45.0
1402,onetouch select plus strips,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,4678900,2024-05-01,Piece,2,164.0
1403,advaxime 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,183191004,2021-11-01,Pack,0,70.0
1404,advaclav  875mg+125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,183131594,2020-11-01,Pack,0,60.0
1405,lonart ds art/lumefantrine  80/480mg tab 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIAFM079,2023-07-01,Tablet,0,23.0
1406,proximexa (cefuroxime) 125mg suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Gh232354,2023-02-01,gram,0,46.0
1407,doxycycline 100mg caps 100's  tobinco,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0601W,2023-08-01,Tablet,0,0.5
1408,zithromax azithromycin 200mg/5ml 15ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,004100,2026-03-31,Bottle,2,179.0
1409,steriflow rl infusion 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1203477,2023-05-01,Bottle,0,8.0
1410,folic acid 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,f098765,2025-11-30,gram,0,1.0
1411,amino pep forte liquid e 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AFL1018,2023-06-17,Bottle,0,56.0
1412,ritonic syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,08V142,2024-01-31,ml,0,12.0
1413,cororange syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0EL07077,2027-01-31,ml,2,28.0
1414,dynewell tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0662450,2027-08-31,ml,71,2.0
1415,ventolin syrup 100ml sugar free,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A530352,2021-07-01,Bottle,0,47.0
1416,grison 12mg/5ml suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J002,2026-02-28,Bottle,0,21.0
1417,salbutamol 4mg tab 500's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0202W,2025-02-28,Tablet,28,2.0
1418,deep heat rub 67g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,36470,2027-04-30,Tube,2,69.0
1419,bendrofluazide 2.5mg tablet teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BA2316,2025-09-30,Tablet,0,392.0
1420,e-pill,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AHT-24,2022-04-01,Pack,0,6.0
1421,aspirin dispersible 75mg 100's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,200895,2023-11-01,Tablet,0,6.2
1422,amoksiclav 1g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KN99931,2026-04-30,,7,127.0
1423,day and night nurse caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VJ9Y,2023-04-01,Strip,0,116.0
1424,daonil l/s 5mg 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,9UX6D,2022-01-01,Tablet,0,1.5
1425,gaviscon  double action,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,343456,2023-02-15,Milligram,0,60.0
1426,magacid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20037,2026-10-31,ml,1,22.5
